.notdef,1000,0
cid00001,229,0
cid00002,397,0
cid00003,631,0
cid00004,609,0
cid00005,609,0
cid00006,986,0
cid00007,773,0
cid00008,351,0
cid00009,400,0
cid00010,400,0
cid00011,529,0
cid00012,609,0
cid00013,351,0
cid00014,383,0
cid00015,351,0
cid00016,385,0
cid00017,609,0
cid00018,609,0
cid00019,609,0
cid00020,609,0
cid00021,609,0
cid00022,609,0
cid00023,609,0
cid00024,609,0
cid00025,609,0
cid00026,609,0
cid00027,351,0
cid00028,351,0
cid00029,609,0
cid00030,609,0
cid00031,609,0
cid00032,536,0
cid00033,1041,0
cid00034,660,-8
cid00035,695,0
cid00036,667,0
cid00037,729,0
cid00038,630,0
cid00039,604,0
cid00040,733,0
cid00041,774,0
cid00042,350,0
cid00043,586,0
cid00044,708,0
cid00045,598,0
cid00046,877,0
cid00047,764,0
cid00048,786,0
cid00049,687,0
cid00050,786,0
cid00051,708,0
cid00052,639,0
cid00053,640,0
cid00054,763,0
cid00055,643,-9
cid00056,935,0
cid00057,657,0
cid00058,608,-9
cid00059,619,0
cid00060,400,0
cid00061,385,0
cid00062,400,0
cid00063,609,0
cid00064,572,0
cid00065,637,0
cid00066,606,0
cid00067,658,0
cid00068,537,0
cid00069,658,0
cid00070,596,0
cid00071,398,0
cid00072,616,0
cid00073,658,0
cid00074,321,0
cid00075,323,-60
cid00076,634,0
cid00077,332,0
cid00078,985,0
cid00079,658,0
cid00080,637,0
cid00081,658,0
cid00082,658,0
cid00083,464,0
cid00084,510,0
cid00085,445,0
cid00086,654,0
cid00087,607,0
cid00088,897,0
cid00089,598,0
cid00090,604,0
cid00091,532,0
cid00092,400,0
cid00093,311,0
cid00094,400,0
cid00095,609,0
cid00096,397,0
cid00097,609,0
cid00098,609,0
cid00099,609,0
cid00100,609,0
cid00101,311,0
cid00102,1000,0
cid00103,637,0
cid00104,859,0
cid00105,413,0
cid00106,557,0
cid00107,609,0
cid00108,535,0
cid00109,637,0
cid00110,423,0
cid00111,1000,0
cid00112,432,0
cid00113,432,0
cid00114,637,0
cid00115,684,0
cid00116,1000,0
cid00117,610,0
cid00118,637,0
cid00119,432,0
cid00120,427,0
cid00121,557,0
cid00122,930,0
cid00123,973,0
cid00124,939,0
cid00125,536,0
cid00126,660,-8
cid00127,660,-8
cid00128,660,-8
cid00129,660,-8
cid00130,660,-8
cid00131,660,-8
cid00132,970,-19
cid00133,667,0
cid00134,630,0
cid00135,630,0
cid00136,630,0
cid00137,630,0
cid00138,350,-27
cid00139,350,0
cid00140,350,-20
cid00141,350,-34
cid00142,758,0
cid00143,764,0
cid00144,786,0
cid00145,786,0
cid00146,786,0
cid00147,786,0
cid00148,786,0
cid00149,1000,0
cid00150,786,0
cid00151,763,0
cid00152,763,0
cid00153,763,0
cid00154,763,0
cid00155,608,-9
cid00156,711,0
cid00157,732,0
cid00158,606,0
cid00159,606,0
cid00160,606,0
cid00161,606,0
cid00162,606,0
cid00163,606,0
cid00164,899,0
cid00165,537,0
cid00166,596,0
cid00167,596,0
cid00168,596,0
cid00169,596,0
cid00170,321,-66
cid00171,321,0
cid00172,321,-53
cid00173,321,-51
cid00174,643,0
cid00175,658,0
cid00176,637,0
cid00177,637,0
cid00178,637,0
cid00179,637,0
cid00180,637,0
cid00181,1000,0
cid00182,637,0
cid00183,654,0
cid00184,654,0
cid00185,654,0
cid00186,654,0
cid00187,604,0
cid00188,658,0
cid00189,604,0
cid00190,660,-8
cid00191,606,0
cid00192,660,-8
cid00193,606,0
cid00194,758,0
cid00195,658,0
cid00196,630,0
cid00197,596,0
cid00198,630,0
cid00199,596,0
cid00200,350,-52
cid00201,321,-59
cid00202,350,0
cid00203,321,-11
cid00204,764,0
cid00205,658,0
cid00206,764,0
cid00207,658,0
cid00208,786,0
cid00209,637,0
cid00210,786,0
cid00211,637,0
cid00212,1000,0
cid00213,938,0
cid00214,763,0
cid00215,654,0
cid00216,763,0
cid00217,654,0
cid00218,763,0
cid00219,654,0
cid00220,609,0
cid00221,786,0
cid00222,637,0
cid00223,785,0
cid00224,654,0
cid00225,660,-8
cid00226,606,0
cid00227,350,-20
cid00228,321,-53
cid00229,786,0
cid00230,637,0
cid00231,763,0
cid00232,654,0
cid00233,763,0
cid00234,654,0
cid00235,763,0
cid00236,654,0
cid00237,763,0
cid00238,654,0
cid00239,763,0
cid00240,654,0
cid00241,764,0
cid00242,658,0
cid00243,659,0
cid00244,658,0
cid00245,600,-1
cid00246,1000,0
cid00247,600,0
cid00248,600,0
cid00249,500,0
cid00250,600,0
cid00251,600,0
cid00252,0,-1019
cid00253,0,-1019
cid00254,0,-1019
cid00255,0,-1019
cid00256,0,-1019
cid00257,660,-8
cid00258,695,0
cid00259,600,0
cid00260,740,0
cid00261,630,0
cid00262,619,0
cid00263,774,0
cid00264,786,0
cid00265,350,0
cid00266,708,0
cid00267,643,-9
cid00268,877,0
cid00269,764,0
cid00270,659,0
cid00271,786,0
cid00272,762,0
cid00273,687,0
cid00274,630,0
cid00275,640,0
cid00276,608,-9
cid00277,876,0
cid00278,657,0
cid00279,868,0
cid00280,819,0
cid00281,685,0
cid00282,692,0
cid00283,617,-3
cid00284,629,0
cid00285,543,0
cid00286,539,0
cid00287,646,0
cid00288,633,0
cid00289,350,0
cid00290,633,0
cid00291,640,0
cid00292,684,0
cid00293,605,-3
cid00294,543,0
cid00295,635,0
cid00296,734,0
cid00297,653,0
cid00298,513,0
cid00299,660,0
cid00300,568,0
cid00301,611,0
cid00302,853,0
cid00303,609,0
cid00304,869,0
cid00305,861,0
cid00306,630,0
cid00307,660,-8
cid00308,690,0
cid00309,695,0
cid00310,600,0
cid00311,771,0
cid00312,630,0
cid00313,1002,0
cid00314,647,0
cid00315,777,0
cid00316,777,0
cid00317,718,0
cid00318,756,-13
cid00319,877,0
cid00320,774,0
cid00321,786,0
cid00322,762,0
cid00323,687,0
cid00324,667,0
cid00325,640,0
cid00326,641,0
cid00327,878,0
cid00328,657,0
cid00329,770,0
cid00330,725,0
cid00331,1048,0
cid00332,1067,0
cid00333,837,0
cid00334,984,0
cid00335,690,0
cid00336,667,0
cid00337,1093,0
cid00338,711,0
cid00339,606,0
cid00340,645,0
cid00341,607,0
cid00342,497,0
cid00343,676,0
cid00344,596,0
cid00345,883,0
cid00346,548,0
cid00347,670,0
cid00348,670,0
cid00349,632,0
cid00350,663,0
cid00351,759,0
cid00352,670,0
cid00353,637,0
cid00354,660,0
cid00355,658,0
cid00356,537,0
cid00357,568,0
cid00358,604,0
cid00359,897,0
cid00360,598,0
cid00361,687,0
cid00362,635,0
cid00363,927,0
cid00364,958,0
cid00365,717,0
cid00366,856,0
cid00367,594,0
cid00368,537,0
cid00369,893,0
cid00370,627,0
cid00371,596,0
cid00628,877,0
cid00629,985,0
cid00630,660,-8
cid00631,606,0
cid00632,660,-8
cid00633,606,0
cid00634,660,-8
cid00635,606,0
cid00636,660,-8
cid00637,606,-9
cid00638,660,-8
cid00639,606,0
cid00640,660,-8
cid00641,606,0
cid00642,660,-8
cid00643,606,0
cid00644,660,-8
cid00645,606,0
cid00646,660,-8
cid00647,606,0
cid00648,660,-8
cid00649,606,0
cid00650,660,-8
cid00651,606,0
cid00652,660,-8
cid00653,606,0
cid00654,630,0
cid00655,596,0
cid00656,630,0
cid00657,596,0
cid00658,630,0
cid00659,596,0
cid00660,630,0
cid00661,596,0
cid00662,630,0
cid00663,596,-19
